INSERT INTO RegistroInterventi(Tecnico, Richiesta, Intervento) VALUES
('WNHIUA46T09L765U', 1196, 0003),
('NKXZYL65D42E238A', 1197, 0001),
('XCATMI90N20B604S', 1197, 0002),
('XKDCTP56B47P209H', 1197, 0003),
('AOHKMV73J84Q368L', 1198, 0001),
('AOHKMV73J84Q368L', 1198, 0002),
('TEFJVI96G02K810Z', 1199, 0001),
('TEFJVI96G02K810Z', 1199, 0002),
('NKXZYL65D42E238A', 1200, 0001),
('XKDCTP56B47P209H', 1200, 0002),
('XCATMI90N20B604S', 1201, 0001),
('CTJOVK64H91O146H', 1202, 0001),
('CTJOVK64H91O146H', 1202, 0002),
('CTJOVK64H91O146H', 1202, 0003),
('AOHKMV73J84Q368L', 1203, 0001),
('AOHKMV73J84Q368L', 1203, 0002),
('AOHKMV73J84Q368L', 1203, 0003),
('XKDCTP56B47P209H', 1204, 0001),
('XKDCTP56B47P209H', 1204, 0002),
('NKXZYL65D42E238A', 1205, 0001),
('XKDCTP56B47P209H', 1205, 0002),
('TEFJVI96G02K810Z', 1206, 0001),
('NKXZYL65D42E238A', 1207, 0001),
('NKXZYL65D42E238A', 1208, 0001),
('IOVYGZ84G25I235Q', 1208, 0002),
('NKXZYL65D42E238A', 1209, 0001),
('XCATMI90N20B604S', 1209, 0002),
('NKXZYL65D42E238A', 1209, 0003),
('XCATMI90N20B604S', 1210, 0001),
('NKXZYL65D42E238A', 1210, 0002),
('IOVYGZ84G25I235Q', 1211, 0001),
('TWAJOK98R58Y714P', 1212, 0001),
('AOHKMV73J84Q368L', 1213, 0001),
('KNOYAI45L56R691S', 1213, 0002),
('NKXZYL65D42E238A', 1214, 0001),
('CTJOVK64H91O146H', 1214, 0002),
('TWAJOK98R58Y714P', 1215, 0001),
('VGYBUT84J41H814C', 1215, 0002),
('VGYBUT84J41H814C', 1216, 0001),
('VGYBUT84J41H814C', 1217, 0001),
('UJHLTI86P60P714M', 1217, 0002),
('CGPMNF06K15T392P', 1217, 0003),
('IGXEDP10I73J564L', 1218, 0001),
('AOHKMV73J84Q368L', 1219, 0001),
('AOHKMV73J84Q368L', 1219, 0002),
('UJHLTI86P60P714M', 1220, 0001),
('UJHLTI86P60P714M', 1220, 0002),
('AOHKMV73J84Q368L', 1221, 0001),
('AOHKMV73J84Q368L', 1221, 0002),
('KNOYAI45L56R691S', 1222, 0001),
('AOHKMV73J84Q368L', 1222, 0002),
('AOHKMV73J84Q368L', 1222, 0003),
('XKDCTP56B47P209H', 1223, 0001),
('IOVYGZ84G25I235Q', 1224, 0001),
('CTJOVK64H91O146H', 1224, 0002),
('NKXZYL65D42E238A', 1224, 0003),
('IGXEDP10I73J564L', 1225, 0001),
('IGXEDP10I73J564L', 1225, 0002),
('AOHKMV73J84Q368L', 1226, 0001),
('IGXEDP10I73J564L', 1227, 0001),
('IOVYGZ84G25I235Q', 1228, 0001),
('CTJOVK64H91O146H', 1228, 0002),
('GLIMAV29E31B520O', 1229, 0001),
('UJHLTI86P60P714M', 1229, 0002),
('AOHKMV73J84Q368L', 1230, 0001),
('AOHKMV73J84Q368L', 1230, 0002),
('WNHIUA46T09L765U', 1231, 0001),
('XCATMI90N20B604S', 1232, 0001),
('AOHKMV73J84Q368L', 1233, 0001),
('CTJOVK64H91O146H', 1234, 0001),
('KNOYAI45L56R691S', 1235, 0001),
('TEFJVI96G02K810Z', 1235, 0002),
('AOHKMV73J84Q368L', 1236, 0001),
('AOHKMV73J84Q368L', 1236, 0002),
('AOHKMV73J84Q368L', 1236, 0003),
('NKXZYL65D42E238A', 1237, 0001),
('CTJOVK64H91O146H', 1237, 0002),
('IOVYGZ84G25I235Q', 1237, 0003),
('IOVYGZ84G25I235Q', 1238, 0001),
('IGXEDP10I73J564L', 1239, 0001),
('IGXEDP10I73J564L', 1239, 0002),
('IGXEDP10I73J564L', 1239, 0003),
('XCATMI90N20B604S', 1240, 0001),
('XKDCTP56B47P209H', 1240, 0002),
('VGYBUT84J41H814C', 1241, 0001),
('IGXEDP10I73J564L', 1242, 0001),
('IGXEDP10I73J564L', 1242, 0002),
('IGXEDP10I73J564L', 1242, 0003),
('AOHKMV73J84Q368L', 1243, 0001),
('KNOYAI45L56R691S', 1243, 0002),
('AOHKMV73J84Q368L', 1243, 0003),
('AOHKMV73J84Q368L', 1244, 0001),
('TEFJVI96G02K810Z', 1245, 0001),
('KNOYAI45L56R691S', 1245, 0002),
('TEFJVI96G02K810Z', 1245, 0003),
('IOVYGZ84G25I235Q', 1246, 0001),
('GLIMAV29E31B520O', 1247, 0001),
('CTJOVK64H91O146H', 1247, 0002),
('IGXEDP10I73J564L', 1248, 0001),
('AOHKMV73J84Q368L', 1249, 0001),
('XKDCTP56B47P209H', 1250, 0001),
('XCATMI90N20B604S', 1250, 0002),
('NKXZYL65D42E238A', 1251, 0001),
('AOHKMV73J84Q368L', 1252, 0001),
('AOHKMV73J84Q368L', 1252, 0002),
('AOHKMV73J84Q368L', 1253, 0001),
('AOHKMV73J84Q368L', 1253, 0002),
('AOHKMV73J84Q368L', 1253, 0003),
('AOHKMV73J84Q368L', 1254, 0001),
('AOHKMV73J84Q368L', 1254, 0002),
('IGXEDP10I73J564L', 1255, 0001),
('IGXEDP10I73J564L', 1255, 0002),
('IGXEDP10I73J564L', 1256, 0001),
('IGXEDP10I73J564L', 1256, 0002),
('AOHKMV73J84Q368L', 1257, 0001),
('NKXZYL65D42E238A', 1258, 0001),
('NKXZYL65D42E238A', 1258, 0002),
('IOVYGZ84G25I235Q', 1258, 0003),
('NKXZYL65D42E238A', 1259, 0001),
('XKDCTP56B47P209H', 1259, 0002),
('NKXZYL65D42E238A', 1260, 0001),
('AOHKMV73J84Q368L', 1261, 0001),
('AOHKMV73J84Q368L', 1261, 0002),
('AOHKMV73J84Q368L', 1261, 0003),
('AOHKMV73J84Q368L', 1262, 0001),
('AOHKMV73J84Q368L', 1262, 0002),
('AOHKMV73J84Q368L', 1262, 0003),
('CTJOVK64H91O146H', 1263, 0001),
('CTJOVK64H91O146H', 1263, 0002),
('AOHKMV73J84Q368L', 1264, 0001),
('VGYBUT84J41H814C', 1265, 0001),
('VGYBUT84J41H814C', 1265, 0002),
('IOVYGZ84G25I235Q', 1266, 0001),
('NKXZYL65D42E238A', 1266, 0002),
('CTJOVK64H91O146H', 1266, 0003),
('IGXEDP10I73J564L', 1267, 0001),
('IGXEDP10I73J564L', 1267, 0002),
('AOHKMV73J84Q368L', 1268, 0001),
('AOHKMV73J84Q368L', 1268, 0002),
('IGXEDP10I73J564L', 1269, 0001),
('XCATMI90N20B604S', 1270, 0001),
('XCATMI90N20B604S', 1270, 0002),
('CTJOVK64H91O146H', 1271, 0001),
('IOVYGZ84G25I235Q', 1271, 0002),
('NKXZYL65D42E238A', 1272, 0001),
('CTJOVK64H91O146H', 1273, 0001),
('CTJOVK64H91O146H', 1273, 0002),
('CTJOVK64H91O146H', 1274, 0001),
('IOVYGZ84G25I235Q', 1274, 0002),
('IOVYGZ84G25I235Q', 1274, 0003),
('NKXZYL65D42E238A', 1275, 0001),
('VGYBUT84J41H814C', 1276, 0001),
('CGPMNF06K15T392P', 1276, 0002),
('IGXEDP10I73J564L', 1277, 0001),
('AOHKMV73J84Q368L', 1278, 0001),
('AOHKMV73J84Q368L', 1278, 0002),
('TEFJVI96G02K810Z', 1279, 0001),
('IGXEDP10I73J564L', 1280, 0001),
('IGXEDP10I73J564L', 1280, 0002),
('KNOYAI45L56R691S', 1281, 0001),
('KNOYAI45L56R691S', 1282, 0001),
('AOHKMV73J84Q368L', 1282, 0002),
('AOHKMV73J84Q368L', 1282, 0003),
('IGXEDP10I73J564L', 1283, 0001),
('IGXEDP10I73J564L', 1283, 0002),
('VGYBUT84J41H814C', 1284, 0001),
('VGYBUT84J41H814C', 1284, 0002),
('KNOYAI45L56R691S', 1285, 0001),
('AOHKMV73J84Q368L', 1285, 0002),
('AOHKMV73J84Q368L', 1285, 0003),
('KNOYAI45L56R691S', 1286, 0001),
('IOVYGZ84G25I235Q', 1287, 0001),
('IOVYGZ84G25I235Q', 1287, 0002),
('AOHKMV73J84Q368L', 1288, 0001),
('AOHKMV73J84Q368L', 1288, 0002),
('IOVYGZ84G25I235Q', 1289, 0001),
('AOHKMV73J84Q368L', 1290, 0001),
('AOHKMV73J84Q368L', 1290, 0002),
('WNHIUA46T09L765U', 1291, 0001),
('TWAJOK98R58Y714P', 1291, 0002),
('CTJOVK64H91O146H', 1291, 0003),
('AOHKMV73J84Q368L', 1292, 0001),
('IOVYGZ84G25I235Q', 1293, 0001),
('IOVYGZ84G25I235Q', 1293, 0002),
('NKXZYL65D42E238A', 1293, 0003),
('AOHKMV73J84Q368L', 1294, 0001),
('AOHKMV73J84Q368L', 1294, 0002),
('IOVYGZ84G25I235Q', 1295, 0001),
('AOHKMV73J84Q368L', 1296, 0001),
('AOHKMV73J84Q368L', 1296, 0002),
('NKXZYL65D42E238A', 1297, 0001),
('NKXZYL65D42E238A', 1297, 0002),
('TEFJVI96G02K810Z', 1298, 0001),
('KNOYAI45L56R691S', 1298, 0002),
('KNOYAI45L56R691S', 1298, 0003),
('XKDCTP56B47P209H', 1299, 0001),
('IOVYGZ84G25I235Q', 1300, 0001),
('NKXZYL65D42E238A', 1300, 0002),
('IOVYGZ84G25I235Q', 1300, 0003),
('CTJOVK64H91O146H', 1301, 0001),
('IOVYGZ84G25I235Q', 1301, 0002),
('IOVYGZ84G25I235Q', 1301, 0003),
('IGXEDP10I73J564L', 1302, 0001),
('IGXEDP10I73J564L', 1302, 0002),
('AOHKMV73J84Q368L', 1303, 0001),
('AOHKMV73J84Q368L', 1303, 0002),
('KNOYAI45L56R691S', 1304, 0001),
('KNOYAI45L56R691S', 1305, 0001),
('TEFJVI96G02K810Z', 1305, 0002),
('TEFJVI96G02K810Z', 1305, 0003),
('CTJOVK64H91O146H', 1306, 0001),
('NKXZYL65D42E238A', 1306, 0002),
('AOHKMV73J84Q368L', 1307, 0001),
('AOHKMV73J84Q368L', 1307, 0002),
('AOHKMV73J84Q368L', 1308, 0001),
('IGXEDP10I73J564L', 1309, 0001),
('IGXEDP10I73J564L', 1309, 0002),
('IGXEDP10I73J564L', 1310, 0001),
('NKXZYL65D42E238A', 1311, 0001),
('XKDCTP56B47P209H', 1311, 0002),
('XKDCTP56B47P209H', 1311, 0003),
('KNOYAI45L56R691S', 1312, 0001),
('CTJOVK64H91O146H', 1313, 0001),
('GLIMAV29E31B520O', 1314, 0001),
('CGPMNF06K15T392P', 1314, 0002),
('CTJOVK64H91O146H', 1314, 0003),
('NKXZYL65D42E238A', 1315, 0001),
('GLIMAV29E31B520O', 1316, 0001),
('WNHIUA46T09L765U', 1316, 0002),
('CGPMNF06K15T392P', 1316, 0003),
('XCATMI90N20B604S', 1317, 0001),
('NKXZYL65D42E238A', 1318, 0001),
('XKDCTP56B47P209H', 1318, 0002),
('XKDCTP56B47P209H', 1319, 0001),
('NKXZYL65D42E238A', 1319, 0002),
('AOHKMV73J84Q368L', 1320, 0001),
('AOHKMV73J84Q368L', 1320, 0002),
('AOHKMV73J84Q368L', 1320, 0003),
('IGXEDP10I73J564L', 1321, 0001),
('IGXEDP10I73J564L', 1321, 0002),
('IGXEDP10I73J564L', 1321, 0003),
('AOHKMV73J84Q368L', 1322, 0001),
('AOHKMV73J84Q368L', 1322, 0002),
('KNOYAI45L56R691S', 1323, 0001),
('XKDCTP56B47P209H', 1324, 0001),
('XKDCTP56B47P209H', 1324, 0002),
('NKXZYL65D42E238A', 1324, 0003),
('XCATMI90N20B604S', 1325, 0001),
('XKDCTP56B47P209H', 1325, 0002),
('XKDCTP56B47P209H', 1325, 0003),
('IGXEDP10I73J564L', 1326, 0001),
('XCATMI90N20B604S', 1327, 0001),
('CTJOVK64H91O146H', 1328, 0001),
('NKXZYL65D42E238A', 1328, 0002),
('IGXEDP10I73J564L', 1329, 0001),
('XKDCTP56B47P209H', 1330, 0001),
('NKXZYL65D42E238A', 1330, 0002),
('TEFJVI96G02K810Z', 1331, 0001),
('TEFJVI96G02K810Z', 1331, 0002),
('KNOYAI45L56R691S', 1332, 0001),
('AOHKMV73J84Q368L', 1332, 0002),
('AOHKMV73J84Q368L', 1332, 0003),
('IGXEDP10I73J564L', 1333, 0001),
('NKXZYL65D42E238A', 1334, 0001),
('IOVYGZ84G25I235Q', 1334, 0002),
('XCATMI90N20B604S', 1335, 0001),
('XCATMI90N20B604S', 1335, 0002),
('XCATMI90N20B604S', 1335, 0003),
('GLIMAV29E31B520O', 1336, 0001),
('CGPMNF06K15T392P', 1336, 0002),
('UJHLTI86P60P714M', 1336, 0003),
('IGXEDP10I73J564L', 1337, 0001),
('IGXEDP10I73J564L', 1337, 0002),
('IGXEDP10I73J564L', 1337, 0003),
('UJHLTI86P60P714M', 1338, 0001),
('TWAJOK98R58Y714P', 1338, 0002),
('GLIMAV29E31B520O', 1338, 0003),
('CTJOVK64H91O146H', 1339, 0001),
('VGYBUT84J41H814C', 1339, 0002),
('AOHKMV73J84Q368L', 1340, 0001),
('AOHKMV73J84Q368L', 1340, 0002),
('IGXEDP10I73J564L', 1341, 0001),
('IGXEDP10I73J564L', 1341, 0002),
('AOHKMV73J84Q368L', 1342, 0001),
('AOHKMV73J84Q368L', 1342, 0002),
('AOHKMV73J84Q368L', 1342, 0003),
('NKXZYL65D42E238A', 1343, 0001),
('CTJOVK64H91O146H', 1344, 0001),
('NKXZYL65D42E238A', 1345, 0001),
('IOVYGZ84G25I235Q', 1345, 0002),
('UJHLTI86P60P714M', 1346, 0001),
('GLIMAV29E31B520O', 1346, 0002),
('CTJOVK64H91O146H', 1346, 0003),
('GLIMAV29E31B520O', 1347, 0001),
('TWAJOK98R58Y714P', 1347, 0002),
('CTJOVK64H91O146H', 1348, 0001),
('XCATMI90N20B604S', 1349, 0001),
('AOHKMV73J84Q368L', 1350, 0001),
('UJHLTI86P60P714M', 1351, 0001),
('WNHIUA46T09L765U', 1352, 0001),
('CGPMNF06K15T392P', 1352, 0002),
('CGPMNF06K15T392P', 1352, 0003),
('AOHKMV73J84Q368L', 1353, 0001),
('AOHKMV73J84Q368L', 1353, 0002),
('AOHKMV73J84Q368L', 1353, 0003),
('NKXZYL65D42E238A', 1354, 0001),
('XCATMI90N20B604S', 1354, 0002),
('XCATMI90N20B604S', 1355, 0001),
('XKDCTP56B47P209H', 1355, 0002),
('AOHKMV73J84Q368L', 1356, 0001),
('AOHKMV73J84Q368L', 1356, 0002),
('TEFJVI96G02K810Z', 1357, 0001),
('TEFJVI96G02K810Z', 1357, 0002),
('KNOYAI45L56R691S', 1358, 0001),
('AOHKMV73J84Q368L', 1358, 0002),
('KNOYAI45L56R691S', 1359, 0001),
('AOHKMV73J84Q368L', 1359, 0002),
('XKDCTP56B47P209H', 1360, 0001),
('NKXZYL65D42E238A', 1360, 0002),
('IGXEDP10I73J564L', 1361, 0001),
('XKDCTP56B47P209H', 1362, 0001),
('VGYBUT84J41H814C', 1363, 0001),
('UJHLTI86P60P714M', 1363, 0002),
('TWAJOK98R58Y714P', 1363, 0003),
('AOHKMV73J84Q368L', 1364, 0001),
('AOHKMV73J84Q368L', 1364, 0002),
('AOHKMV73J84Q368L', 1365, 0001),
('AOHKMV73J84Q368L', 1365, 0002),
('AOHKMV73J84Q368L', 1365, 0003),
('CTJOVK64H91O146H', 1366, 0001),
('CTJOVK64H91O146H', 1366, 0002),
('NKXZYL65D42E238A', 1366, 0003),
('IOVYGZ84G25I235Q', 1367, 0001),
('NKXZYL65D42E238A', 1368, 0001),
('IOVYGZ84G25I235Q', 1369, 0001),
('KNOYAI45L56R691S', 1370, 0001),
('AOHKMV73J84Q368L', 1370, 0002),
('TEFJVI96G02K810Z', 1370, 0003),
('IGXEDP10I73J564L', 1371, 0001),
('CTJOVK64H91O146H', 1372, 0001),
('NKXZYL65D42E238A', 1372, 0002),
('XCATMI90N20B604S', 1373, 0001),
('NKXZYL65D42E238A', 1373, 0002),
('NKXZYL65D42E238A', 1373, 0003),
('AOHKMV73J84Q368L', 1374, 0001),
('IGXEDP10I73J564L', 1375, 0001),
('IGXEDP10I73J564L', 1375, 0002),
('IGXEDP10I73J564L', 1375, 0003),
('NKXZYL65D42E238A', 1376, 0001),
('IOVYGZ84G25I235Q', 1376, 0002),
('IOVYGZ84G25I235Q', 1376, 0003),
('XKDCTP56B47P209H', 1377, 0001),
('NKXZYL65D42E238A', 1377, 0002),
('XCATMI90N20B604S', 1378, 0001),
('NKXZYL65D42E238A', 1378, 0002),
('NKXZYL65D42E238A', 1379, 0001),
('AOHKMV73J84Q368L', 1380, 0001),
('WNHIUA46T09L765U', 1381, 0001),
('WNHIUA46T09L765U', 1381, 0002),
('IGXEDP10I73J564L', 1382, 0001),
('IGXEDP10I73J564L', 1382, 0002),
('IGXEDP10I73J564L', 1382, 0003),
('AOHKMV73J84Q368L', 1383, 0001),
('IOVYGZ84G25I235Q', 1384, 0001),
('AOHKMV73J84Q368L', 1385, 0001),
('AOHKMV73J84Q368L', 1385, 0002),
('XCATMI90N20B604S', 1386, 0001),
('AOHKMV73J84Q368L', 1387, 0001),
('TEFJVI96G02K810Z', 1387, 0002),
('XKDCTP56B47P209H', 1388, 0001),
('XCATMI90N20B604S', 1388, 0002),
('AOHKMV73J84Q368L', 1389, 0001),
('IGXEDP10I73J564L', 1390, 0001),
('IGXEDP10I73J564L', 1390, 0002),
('AOHKMV73J84Q368L', 1391, 0001),
('TEFJVI96G02K810Z', 1391, 0002),
('AOHKMV73J84Q368L', 1391, 0003),
('VGYBUT84J41H814C', 1392, 0001),
('CTJOVK64H91O146H', 1392, 0002),
('VGYBUT84J41H814C', 1392, 0003),
('IGXEDP10I73J564L', 1393, 0001),
('IGXEDP10I73J564L', 1393, 0002),
('CGPMNF06K15T392P', 1394, 0001),
('VGYBUT84J41H814C', 1394, 0002),
('GLIMAV29E31B520O', 1394, 0003),
('IGXEDP10I73J564L', 1395, 0001),
('IGXEDP10I73J564L', 1395, 0002),
('IGXEDP10I73J564L', 1395, 0003),
('AOHKMV73J84Q368L', 1396, 0001),
('CTJOVK64H91O146H', 1397, 0001),
('CTJOVK64H91O146H', 1397, 0002),
('NKXZYL65D42E238A', 1397, 0003),
('XKDCTP56B47P209H', 1398, 0001),
('XCATMI90N20B604S', 1398, 0002),
('IGXEDP10I73J564L', 1399, 0001),
('IGXEDP10I73J564L', 1399, 0002),
('IGXEDP10I73J564L', 1399, 0003),
('IGXEDP10I73J564L', 1400, 0001),
('IGXEDP10I73J564L', 1400, 0002),
('IGXEDP10I73J564L', 1400, 0003),
('CTJOVK64H91O146H', 1401, 0001),
('TWAJOK98R58Y714P', 1401, 0002),
('TWAJOK98R58Y714P', 1401, 0003),
('AOHKMV73J84Q368L', 1402, 0001),
('KNOYAI45L56R691S', 1402, 0002),
('KNOYAI45L56R691S', 1403, 0001),
('KNOYAI45L56R691S', 1403, 0002),
('IGXEDP10I73J564L', 1404, 0001),
('IGXEDP10I73J564L', 1404, 0002),
('KNOYAI45L56R691S', 1405, 0001),
('TEFJVI96G02K810Z', 1406, 0001),
('KNOYAI45L56R691S', 1406, 0002),
('IGXEDP10I73J564L', 1407, 0001),
('IGXEDP10I73J564L', 1407, 0002),
('IGXEDP10I73J564L', 1407, 0003),
('XKDCTP56B47P209H', 1408, 0001),
('GLIMAV29E31B520O', 1409, 0001),
('AOHKMV73J84Q368L', 1410, 0001),
('TEFJVI96G02K810Z', 1410, 0002),
('KNOYAI45L56R691S', 1410, 0003),
('AOHKMV73J84Q368L', 1411, 0001),
('NKXZYL65D42E238A', 1412, 0001),
('NKXZYL65D42E238A', 1412, 0002),
('AOHKMV73J84Q368L', 1413, 0001),
('NKXZYL65D42E238A', 1414, 0001),
('XKDCTP56B47P209H', 1414, 0002),
('CTJOVK64H91O146H', 1415, 0001),
('VGYBUT84J41H814C', 1415, 0002),
('IOVYGZ84G25I235Q', 1416, 0001),
('NKXZYL65D42E238A', 1417, 0001),
('AOHKMV73J84Q368L', 1418, 0001),
('AOHKMV73J84Q368L', 1418, 0002),
('AOHKMV73J84Q368L', 1419, 0001),
('TEFJVI96G02K810Z', 1419, 0002),
('KNOYAI45L56R691S', 1419, 0003),
('NKXZYL65D42E238A', 1420, 0001),
('AOHKMV73J84Q368L', 1421, 0001),
('AOHKMV73J84Q368L', 1421, 0002),
('IGXEDP10I73J564L', 1422, 0001),
('IGXEDP10I73J564L', 1422, 0002),
('IGXEDP10I73J564L', 1422, 0003),
('WNHIUA46T09L765U', 1423, 0001),
('XKDCTP56B47P209H', 1424, 0001),
('XKDCTP56B47P209H', 1424, 0002),
('XKDCTP56B47P209H', 1425, 0001),
('XCATMI90N20B604S', 1425, 0002),
('WNHIUA46T09L765U', 1426, 0001),
('TWAJOK98R58Y714P', 1426, 0002),
('VGYBUT84J41H814C', 1427, 0001),
('CTJOVK64H91O146H', 1427, 0002),
('VGYBUT84J41H814C', 1427, 0003),
('IGXEDP10I73J564L', 1428, 0001),
('IGXEDP10I73J564L', 1428, 0002),
('IGXEDP10I73J564L', 1428, 0003),
('XCATMI90N20B604S', 1429, 0001),
('XCATMI90N20B604S', 1430, 0001),
('XCATMI90N20B604S', 1430, 0002),
('XCATMI90N20B604S', 1430, 0003),
('GLIMAV29E31B520O', 1431, 0001),
('GLIMAV29E31B520O', 1431, 0002),
('GLIMAV29E31B520O', 1431, 0003),
('IGXEDP10I73J564L', 1432, 0001),
('IGXEDP10I73J564L', 1433, 0001),
('IGXEDP10I73J564L', 1433, 0002),
('IGXEDP10I73J564L', 1433, 0003),
('GLIMAV29E31B520O', 1434, 0001),
('GLIMAV29E31B520O', 1434, 0002),
('CGPMNF06K15T392P', 1435, 0001),
('CTJOVK64H91O146H', 1436, 0001),
('CTJOVK64H91O146H', 1437, 0001),
('NKXZYL65D42E238A', 1437, 0002),
('AOHKMV73J84Q368L', 1438, 0001),
('AOHKMV73J84Q368L', 1438, 0002),
('AOHKMV73J84Q368L', 1438, 0003),
('CTJOVK64H91O146H', 1439, 0001),
('CTJOVK64H91O146H', 1439, 0002),
('IGXEDP10I73J564L', 1440, 0001),
('IGXEDP10I73J564L', 1440, 0002),
('TEFJVI96G02K810Z', 1441, 0001),
('IGXEDP10I73J564L', 1442, 0001),
('TWAJOK98R58Y714P', 1443, 0001),
('IGXEDP10I73J564L', 1444, 0001),
('IGXEDP10I73J564L', 1445, 0001),
('IOVYGZ84G25I235Q', 1446, 0001),
('NKXZYL65D42E238A', 1446, 0002),
('NKXZYL65D42E238A', 1446, 0003),
('AOHKMV73J84Q368L', 1447, 0001),
('AOHKMV73J84Q368L', 1447, 0002),
('AOHKMV73J84Q368L', 1448, 0001),
('CGPMNF06K15T392P', 1449, 0001),
('VGYBUT84J41H814C', 1449, 0002),
('UJHLTI86P60P714M', 1449, 0003),
('NKXZYL65D42E238A', 1450, 0001),
('XCATMI90N20B604S', 1450, 0002),
('XKDCTP56B47P209H', 1450, 0003),
('AOHKMV73J84Q368L', 1451, 0001),
('NKXZYL65D42E238A', 1452, 0001),
('XKDCTP56B47P209H', 1452, 0002),
('NKXZYL65D42E238A', 1452, 0003),
('XCATMI90N20B604S', 1453, 0001),
('TWAJOK98R58Y714P', 1454, 0001),
('IOVYGZ84G25I235Q', 1455, 0001),
('IOVYGZ84G25I235Q', 1455, 0002),
('CTJOVK64H91O146H', 1455, 0003),
('AOHKMV73J84Q368L', 1456, 0001),
('AOHKMV73J84Q368L', 1456, 0002),
('IOVYGZ84G25I235Q', 1457, 0001),
('TEFJVI96G02K810Z', 1458, 0001),
('AOHKMV73J84Q368L', 1458, 0002),
('KNOYAI45L56R691S', 1458, 0003),
('AOHKMV73J84Q368L', 1459, 0001),
('AOHKMV73J84Q368L', 1459, 0002),
('AOHKMV73J84Q368L', 1460, 0001),
('AOHKMV73J84Q368L', 1460, 0002),
('XKDCTP56B47P209H', 1461, 0001),
('XKDCTP56B47P209H', 1461, 0002),
('NKXZYL65D42E238A', 1461, 0003),
('WNHIUA46T09L765U', 1462, 0001),
('GLIMAV29E31B520O', 1462, 0002),
('WNHIUA46T09L765U', 1462, 0003),
('CTJOVK64H91O146H', 1463, 0001),
('VGYBUT84J41H814C', 1463, 0002),
('CTJOVK64H91O146H', 1464, 0001),
('WNHIUA46T09L765U', 1464, 0002),
('IGXEDP10I73J564L', 1465, 0001),
('IGXEDP10I73J564L', 1465, 0002),
('IGXEDP10I73J564L', 1465, 0003),
('TEFJVI96G02K810Z', 1466, 0001),
('AOHKMV73J84Q368L', 1466, 0002),
('CTJOVK64H91O146H', 1467, 0001),
('CTJOVK64H91O146H', 1467, 0002),
('CTJOVK64H91O146H', 1467, 0003),
('AOHKMV73J84Q368L', 1468, 0001),
('TEFJVI96G02K810Z', 1468, 0002),
('TEFJVI96G02K810Z', 1468, 0003),
('AOHKMV73J84Q368L', 1469, 0001),
('AOHKMV73J84Q368L', 1469, 0002),
('AOHKMV73J84Q368L', 1469, 0003),
('IGXEDP10I73J564L', 1470, 0001),
('IGXEDP10I73J564L', 1470, 0002),
('WNHIUA46T09L765U', 1471, 0001),
('VGYBUT84J41H814C', 1471, 0002),
('CTJOVK64H91O146H', 1471, 0003),
('TEFJVI96G02K810Z', 1472, 0001),
('AOHKMV73J84Q368L', 1473, 0001),
('AOHKMV73J84Q368L', 1473, 0002),
('IGXEDP10I73J564L', 1474, 0001),
('XKDCTP56B47P209H', 1475, 0001),
('AOHKMV73J84Q368L', 1476, 0001),
('AOHKMV73J84Q368L', 1477, 0001),
('AOHKMV73J84Q368L', 1477, 0002),
('VGYBUT84J41H814C', 1478, 0001),
('AOHKMV73J84Q368L', 1479, 0001),
('AOHKMV73J84Q368L', 1479, 0002),
('AOHKMV73J84Q368L', 1479, 0003),
('XKDCTP56B47P209H', 1480, 0001),
('IGXEDP10I73J564L', 1481, 0001),
('NKXZYL65D42E238A', 1482, 0001),
('NKXZYL65D42E238A', 1482, 0002),
('CGPMNF06K15T392P', 1483, 0001),
('UJHLTI86P60P714M', 1483, 0002),
('AOHKMV73J84Q368L', 1484, 0001),
('NKXZYL65D42E238A', 1485, 0001),
('NKXZYL65D42E238A', 1485, 0002),
('XCATMI90N20B604S', 1485, 0003),
('NKXZYL65D42E238A', 1486, 0001),
('NKXZYL65D42E238A', 1486, 0002),
('IOVYGZ84G25I235Q', 1487, 0001),
('NKXZYL65D42E238A', 1487, 0002),
('IGXEDP10I73J564L', 1488, 0001),
('IGXEDP10I73J564L', 1488, 0002),
('IGXEDP10I73J564L', 1488, 0003),
('WNHIUA46T09L765U', 1489, 0001),
('AOHKMV73J84Q368L', 1490, 0001),
('AOHKMV73J84Q368L', 1490, 0002),
('TEFJVI96G02K810Z', 1491, 0001),
('KNOYAI45L56R691S', 1491, 0002),
('AOHKMV73J84Q368L', 1491, 0003),
('AOHKMV73J84Q368L', 1492, 0001),
('IGXEDP10I73J564L', 1493, 0001),
('IGXEDP10I73J564L', 1493, 0002),
('VGYBUT84J41H814C', 1494, 0001),
('TWAJOK98R58Y714P', 1494, 0002),
('CTJOVK64H91O146H', 1494, 0003),
('IOVYGZ84G25I235Q', 1495, 0001),
('CTJOVK64H91O146H', 1495, 0002),
('KNOYAI45L56R691S', 1496, 0001),
('TEFJVI96G02K810Z', 1496, 0002),
('NKXZYL65D42E238A', 1497, 0001),
('XKDCTP56B47P209H', 1497, 0002),
('XKDCTP56B47P209H', 1497, 0003),
('XKDCTP56B47P209H', 1498, 0001),
('NKXZYL65D42E238A', 1498, 0002),
('XCATMI90N20B604S', 1498, 0003),
('AOHKMV73J84Q368L', 1499, 0001),
('AOHKMV73J84Q368L', 1499, 0002),
('AOHKMV73J84Q368L', 1499, 0003),
